"GAL3.allele"	"GAL80.allele"	"GAL4.allele"
"GAL3.46"	"GAL80.43"	"GAL4.WT"
"GAL3.47"	"GAL80.43"	"GAL4.WT"
"GAL3.48"	"GAL80.43"	"GAL4.WT"
"GAL3.01"	"GAL80.44"	"GAL4.WT"
"GAL3.02"	"GAL80.44"	"GAL4.WT"
"GAL3.03"	"GAL80.44"	"GAL4.WT"
"GAL3.04"	"GAL80.44"	"GAL4.WT"
"GAL3.05"	"GAL80.44"	"GAL4.WT"
"GAL3.06"	"GAL80.44"	"GAL4.WT"
"GAL3.07"	"GAL80.44"	"GAL4.WT"
"GAL3.08"	"GAL80.44"	"GAL4.WT"
"GAL3.09"	"GAL80.44"	"GAL4.WT"
"GAL3.10"	"GAL80.44"	"GAL4.WT"
"GAL3.11"	"GAL80.44"	"GAL4.WT"
"GAL3.12"	"GAL80.44"	"GAL4.WT"
"GAL3.13"	"GAL80.44"	"GAL4.WT"
"GAL3.14"	"GAL80.44"	"GAL4.WT"
"GAL3.15"	"GAL80.44"	"GAL4.WT"
"GAL3.16"	"GAL80.44"	"GAL4.WT"
"GAL3.17"	"GAL80.44"	"GAL4.WT"
"GAL3.18"	"GAL80.44"	"GAL4.WT"
"GAL3.19"	"GAL80.44"	"GAL4.WT"
"GAL3.20"	"GAL80.44"	"GAL4.WT"
"GAL3.21"	"GAL80.44"	"GAL4.WT"
"GAL3.22"	"GAL80.44"	"GAL4.WT"
"GAL3.23"	"GAL80.44"	"GAL4.WT"
"GAL3.24"	"GAL80.44"	"GAL4.WT"
"GAL3.25"	"GAL80.44"	"GAL4.WT"
"GAL3.26"	"GAL80.44"	"GAL4.WT"
"GAL3.27"	"GAL80.44"	"GAL4.WT"
"GAL3.28"	"GAL80.44"	"GAL4.WT"
"GAL3.29"	"GAL80.44"	"GAL4.WT"
"GAL3.30"	"GAL80.44"	"GAL4.WT"
"GAL3.31"	"GAL80.44"	"GAL4.WT"
"GAL3.32"	"GAL80.44"	"GAL4.WT"
"GAL3.33"	"GAL80.44"	"GAL4.WT"
"GAL3.34"	"GAL80.44"	"GAL4.WT"
"GAL3.35"	"GAL80.44"	"GAL4.WT"
"GAL3.36"	"GAL80.44"	"GAL4.WT"
"GAL3.37"	"GAL80.44"	"GAL4.WT"
"GAL3.38"	"GAL80.44"	"GAL4.WT"
"GAL3.39"	"GAL80.44"	"GAL4.WT"
"GAL3.40"	"GAL80.44"	"GAL4.WT"
"GAL3.41"	"GAL80.44"	"GAL4.WT"
"GAL3.42"	"GAL80.44"	"GAL4.WT"
"GAL3.43"	"GAL80.44"	"GAL4.WT"
"GAL3.44"	"GAL80.44"	"GAL4.WT"
"GAL3.45"	"GAL80.44"	"GAL4.WT"
"GAL3.46"	"GAL80.44"	"GAL4.WT"
"GAL3.47"	"GAL80.44"	"GAL4.WT"
"GAL3.48"	"GAL80.44"	"GAL4.WT"
"GAL3.01"	"GAL80.45"	"GAL4.WT"
"GAL3.02"	"GAL80.45"	"GAL4.WT"
"GAL3.03"	"GAL80.45"	"GAL4.WT"
"GAL3.04"	"GAL80.45"	"GAL4.WT"
"GAL3.05"	"GAL80.45"	"GAL4.WT"
"GAL3.06"	"GAL80.45"	"GAL4.WT"
"GAL3.07"	"GAL80.45"	"GAL4.WT"
"GAL3.08"	"GAL80.45"	"GAL4.WT"
"GAL3.09"	"GAL80.45"	"GAL4.WT"
"GAL3.10"	"GAL80.45"	"GAL4.WT"
"GAL3.11"	"GAL80.45"	"GAL4.WT"
"GAL3.12"	"GAL80.45"	"GAL4.WT"
"GAL3.13"	"GAL80.45"	"GAL4.WT"
"GAL3.14"	"GAL80.45"	"GAL4.WT"
"GAL3.15"	"GAL80.45"	"GAL4.WT"
"GAL3.16"	"GAL80.45"	"GAL4.WT"
"GAL3.17"	"GAL80.45"	"GAL4.WT"
"GAL3.18"	"GAL80.45"	"GAL4.WT"
"GAL3.19"	"GAL80.45"	"GAL4.WT"
"GAL3.20"	"GAL80.45"	"GAL4.WT"
"GAL3.21"	"GAL80.45"	"GAL4.WT"
"GAL3.22"	"GAL80.45"	"GAL4.WT"
"GAL3.23"	"GAL80.45"	"GAL4.WT"
"GAL3.24"	"GAL80.45"	"GAL4.WT"
"GAL3.25"	"GAL80.45"	"GAL4.WT"
"GAL3.26"	"GAL80.45"	"GAL4.WT"
"GAL3.27"	"GAL80.45"	"GAL4.WT"
"GAL3.28"	"GAL80.45"	"GAL4.WT"
"GAL3.29"	"GAL80.45"	"GAL4.WT"
"GAL3.30"	"GAL80.45"	"GAL4.WT"
"GAL3.31"	"GAL80.45"	"GAL4.WT"
"GAL3.32"	"GAL80.45"	"GAL4.WT"
"GAL3.33"	"GAL80.45"	"GAL4.WT"
"GAL3.34"	"GAL80.45"	"GAL4.WT"
"GAL3.35"	"GAL80.45"	"GAL4.WT"
"GAL3.36"	"GAL80.45"	"GAL4.WT"
"GAL3.37"	"GAL80.45"	"GAL4.WT"
"GAL3.38"	"GAL80.45"	"GAL4.WT"
"GAL3.39"	"GAL80.45"	"GAL4.WT"
"GAL3.40"	"GAL80.45"	"GAL4.WT"
"GAL3.41"	"GAL80.45"	"GAL4.WT"
"GAL3.42"	"GAL80.45"	"GAL4.WT"
"GAL3.43"	"GAL80.45"	"GAL4.WT"
"GAL3.44"	"GAL80.45"	"GAL4.WT"
"GAL3.45"	"GAL80.45"	"GAL4.WT"
"GAL3.46"	"GAL80.45"	"GAL4.WT"
"GAL3.47"	"GAL80.45"	"GAL4.WT"
"GAL3.48"	"GAL80.45"	"GAL4.WT"
"GAL3.01"	"GAL80.46"	"GAL4.WT"
"GAL3.02"	"GAL80.46"	"GAL4.WT"
"GAL3.03"	"GAL80.46"	"GAL4.WT"
"GAL3.04"	"GAL80.46"	"GAL4.WT"
"GAL3.05"	"GAL80.46"	"GAL4.WT"
"GAL3.06"	"GAL80.46"	"GAL4.WT"
"GAL3.07"	"GAL80.46"	"GAL4.WT"
"GAL3.08"	"GAL80.46"	"GAL4.WT"
"GAL3.09"	"GAL80.46"	"GAL4.WT"
"GAL3.10"	"GAL80.46"	"GAL4.WT"
"GAL3.11"	"GAL80.46"	"GAL4.WT"
"GAL3.12"	"GAL80.46"	"GAL4.WT"
"GAL3.13"	"GAL80.46"	"GAL4.WT"
"GAL3.14"	"GAL80.46"	"GAL4.WT"
"GAL3.15"	"GAL80.46"	"GAL4.WT"
"GAL3.16"	"GAL80.46"	"GAL4.WT"
"GAL3.17"	"GAL80.46"	"GAL4.WT"
"GAL3.18"	"GAL80.46"	"GAL4.WT"
"GAL3.19"	"GAL80.46"	"GAL4.WT"
"GAL3.20"	"GAL80.46"	"GAL4.WT"
"GAL3.21"	"GAL80.46"	"GAL4.WT"
"GAL3.22"	"GAL80.46"	"GAL4.WT"
"GAL3.23"	"GAL80.46"	"GAL4.WT"
"GAL3.24"	"GAL80.46"	"GAL4.WT"
"GAL3.25"	"GAL80.46"	"GAL4.WT"
"GAL3.26"	"GAL80.46"	"GAL4.WT"
"GAL3.27"	"GAL80.46"	"GAL4.WT"
"GAL3.28"	"GAL80.46"	"GAL4.WT"
"GAL3.29"	"GAL80.46"	"GAL4.WT"
"GAL3.30"	"GAL80.46"	"GAL4.WT"
"GAL3.31"	"GAL80.46"	"GAL4.WT"
"GAL3.32"	"GAL80.46"	"GAL4.WT"
"GAL3.33"	"GAL80.46"	"GAL4.WT"
"GAL3.34"	"GAL80.46"	"GAL4.WT"
"GAL3.35"	"GAL80.46"	"GAL4.WT"
"GAL3.36"	"GAL80.46"	"GAL4.WT"
"GAL3.37"	"GAL80.46"	"GAL4.WT"
"GAL3.38"	"GAL80.46"	"GAL4.WT"
"GAL3.39"	"GAL80.46"	"GAL4.WT"
"GAL3.40"	"GAL80.46"	"GAL4.WT"
"GAL3.41"	"GAL80.46"	"GAL4.WT"
"GAL3.42"	"GAL80.46"	"GAL4.WT"
"GAL3.43"	"GAL80.46"	"GAL4.WT"
"GAL3.44"	"GAL80.46"	"GAL4.WT"
"GAL3.45"	"GAL80.46"	"GAL4.WT"
"GAL3.46"	"GAL80.46"	"GAL4.WT"
"GAL3.47"	"GAL80.46"	"GAL4.WT"
"GAL3.48"	"GAL80.46"	"GAL4.WT"
"GAL3.01"	"GAL80.47"	"GAL4.WT"
"GAL3.02"	"GAL80.47"	"GAL4.WT"
"GAL3.03"	"GAL80.47"	"GAL4.WT"
"GAL3.04"	"GAL80.47"	"GAL4.WT"
"GAL3.05"	"GAL80.47"	"GAL4.WT"
"GAL3.06"	"GAL80.47"	"GAL4.WT"
"GAL3.07"	"GAL80.47"	"GAL4.WT"
"GAL3.08"	"GAL80.47"	"GAL4.WT"
"GAL3.09"	"GAL80.47"	"GAL4.WT"
"GAL3.10"	"GAL80.47"	"GAL4.WT"
"GAL3.11"	"GAL80.47"	"GAL4.WT"
"GAL3.12"	"GAL80.47"	"GAL4.WT"
"GAL3.13"	"GAL80.47"	"GAL4.WT"
"GAL3.14"	"GAL80.47"	"GAL4.WT"
"GAL3.15"	"GAL80.47"	"GAL4.WT"
"GAL3.16"	"GAL80.47"	"GAL4.WT"
"GAL3.17"	"GAL80.47"	"GAL4.WT"
"GAL3.18"	"GAL80.47"	"GAL4.WT"
"GAL3.19"	"GAL80.47"	"GAL4.WT"
"GAL3.20"	"GAL80.47"	"GAL4.WT"
"GAL3.21"	"GAL80.47"	"GAL4.WT"
"GAL3.22"	"GAL80.47"	"GAL4.WT"
"GAL3.23"	"GAL80.47"	"GAL4.WT"
"GAL3.24"	"GAL80.47"	"GAL4.WT"
"GAL3.25"	"GAL80.47"	"GAL4.WT"
"GAL3.26"	"GAL80.47"	"GAL4.WT"
"GAL3.27"	"GAL80.47"	"GAL4.WT"
"GAL3.28"	"GAL80.47"	"GAL4.WT"
"GAL3.29"	"GAL80.47"	"GAL4.WT"
"GAL3.30"	"GAL80.47"	"GAL4.WT"
"GAL3.31"	"GAL80.47"	"GAL4.WT"
"GAL3.32"	"GAL80.47"	"GAL4.WT"
"GAL3.33"	"GAL80.47"	"GAL4.WT"
"GAL3.34"	"GAL80.47"	"GAL4.WT"
"GAL3.35"	"GAL80.47"	"GAL4.WT"
"GAL3.36"	"GAL80.47"	"GAL4.WT"
"GAL3.37"	"GAL80.47"	"GAL4.WT"
"GAL3.38"	"GAL80.47"	"GAL4.WT"
"GAL3.39"	"GAL80.47"	"GAL4.WT"
"GAL3.40"	"GAL80.47"	"GAL4.WT"
"GAL3.41"	"GAL80.47"	"GAL4.WT"
"GAL3.42"	"GAL80.47"	"GAL4.WT"
"GAL3.43"	"GAL80.47"	"GAL4.WT"
"GAL3.44"	"GAL80.47"	"GAL4.WT"
"GAL3.45"	"GAL80.47"	"GAL4.WT"
"GAL3.46"	"GAL80.47"	"GAL4.WT"
"GAL3.47"	"GAL80.47"	"GAL4.WT"
"GAL3.48"	"GAL80.47"	"GAL4.WT"
"GAL3.01"	"GAL80.48"	"GAL4.WT"
"GAL3.02"	"GAL80.48"	"GAL4.WT"
"GAL3.03"	"GAL80.48"	"GAL4.WT"
"GAL3.04"	"GAL80.48"	"GAL4.WT"
"GAL3.05"	"GAL80.48"	"GAL4.WT"
"GAL3.06"	"GAL80.48"	"GAL4.WT"
"GAL3.07"	"GAL80.48"	"GAL4.WT"
"GAL3.08"	"GAL80.48"	"GAL4.WT"
"GAL3.09"	"GAL80.48"	"GAL4.WT"
"GAL3.10"	"GAL80.48"	"GAL4.WT"
"GAL3.11"	"GAL80.48"	"GAL4.WT"
"GAL3.12"	"GAL80.48"	"GAL4.WT"
"GAL3.13"	"GAL80.48"	"GAL4.WT"
"GAL3.14"	"GAL80.48"	"GAL4.WT"
"GAL3.15"	"GAL80.48"	"GAL4.WT"
"GAL3.16"	"GAL80.48"	"GAL4.WT"
"GAL3.17"	"GAL80.48"	"GAL4.WT"
"GAL3.18"	"GAL80.48"	"GAL4.WT"
"GAL3.19"	"GAL80.48"	"GAL4.WT"
"GAL3.20"	"GAL80.48"	"GAL4.WT"
"GAL3.21"	"GAL80.48"	"GAL4.WT"
"GAL3.22"	"GAL80.48"	"GAL4.WT"
"GAL3.23"	"GAL80.48"	"GAL4.WT"
"GAL3.24"	"GAL80.48"	"GAL4.WT"
"GAL3.25"	"GAL80.48"	"GAL4.WT"
"GAL3.26"	"GAL80.48"	"GAL4.WT"
"GAL3.27"	"GAL80.48"	"GAL4.WT"
"GAL3.28"	"GAL80.48"	"GAL4.WT"
"GAL3.29"	"GAL80.48"	"GAL4.WT"
"GAL3.30"	"GAL80.48"	"GAL4.WT"
"GAL3.31"	"GAL80.48"	"GAL4.WT"
"GAL3.32"	"GAL80.48"	"GAL4.WT"
"GAL3.33"	"GAL80.48"	"GAL4.WT"
"GAL3.34"	"GAL80.48"	"GAL4.WT"
"GAL3.35"	"GAL80.48"	"GAL4.WT"
"GAL3.36"	"GAL80.48"	"GAL4.WT"
"GAL3.37"	"GAL80.48"	"GAL4.WT"
"GAL3.38"	"GAL80.48"	"GAL4.WT"
"GAL3.39"	"GAL80.48"	"GAL4.WT"
"GAL3.40"	"GAL80.48"	"GAL4.WT"
"GAL3.41"	"GAL80.48"	"GAL4.WT"
"GAL3.42"	"GAL80.48"	"GAL4.WT"
"GAL3.43"	"GAL80.48"	"GAL4.WT"
"GAL3.44"	"GAL80.48"	"GAL4.WT"
"GAL3.45"	"GAL80.48"	"GAL4.WT"
"GAL3.46"	"GAL80.48"	"GAL4.WT"
"GAL3.47"	"GAL80.48"	"GAL4.WT"
"GAL3.48"	"GAL80.48"	"GAL4.WT"
"GAL3.WT"	"GAL80.01"	"GAL4.01"
"GAL3.WT"	"GAL80.01"	"GAL4.02"
"GAL3.WT"	"GAL80.01"	"GAL4.03"
"GAL3.WT"	"GAL80.01"	"GAL4.04"
"GAL3.WT"	"GAL80.01"	"GAL4.05"
"GAL3.WT"	"GAL80.01"	"GAL4.06"
"GAL3.WT"	"GAL80.01"	"GAL4.07"
"GAL3.WT"	"GAL80.01"	"GAL4.08"
"GAL3.WT"	"GAL80.01"	"GAL4.09"
"GAL3.WT"	"GAL80.01"	"GAL4.10"
"GAL3.WT"	"GAL80.01"	"GAL4.11"
"GAL3.WT"	"GAL80.01"	"GAL4.12"
"GAL3.WT"	"GAL80.01"	"GAL4.13"
"GAL3.WT"	"GAL80.01"	"GAL4.14"
"GAL3.WT"	"GAL80.01"	"GAL4.15"
"GAL3.WT"	"GAL80.01"	"GAL4.16"
"GAL3.WT"	"GAL80.01"	"GAL4.17"
"GAL3.WT"	"GAL80.01"	"GAL4.18"
"GAL3.WT"	"GAL80.01"	"GAL4.19"
"GAL3.WT"	"GAL80.01"	"GAL4.20"
"GAL3.WT"	"GAL80.01"	"GAL4.21"
"GAL3.WT"	"GAL80.01"	"GAL4.22"
"GAL3.WT"	"GAL80.01"	"GAL4.23"
"GAL3.WT"	"GAL80.01"	"GAL4.24"
"GAL3.WT"	"GAL80.01"	"GAL4.25"
"GAL3.WT"	"GAL80.01"	"GAL4.26"
"GAL3.WT"	"GAL80.01"	"GAL4.27"
"GAL3.WT"	"GAL80.01"	"GAL4.28"
"GAL3.WT"	"GAL80.01"	"GAL4.29"
"GAL3.WT"	"GAL80.01"	"GAL4.30"
"GAL3.WT"	"GAL80.01"	"GAL4.31"
"GAL3.WT"	"GAL80.01"	"GAL4.32"
"GAL3.WT"	"GAL80.01"	"GAL4.33"
"GAL3.WT"	"GAL80.01"	"GAL4.34"
"GAL3.WT"	"GAL80.01"	"GAL4.35"
"GAL3.WT"	"GAL80.01"	"GAL4.36"
"GAL3.WT"	"GAL80.01"	"GAL4.37"
"GAL3.WT"	"GAL80.01"	"GAL4.38"
"GAL3.WT"	"GAL80.01"	"GAL4.39"
"GAL3.WT"	"GAL80.01"	"GAL4.40"
"GAL3.WT"	"GAL80.01"	"GAL4.41"
"GAL3.WT"	"GAL80.01"	"GAL4.42"
"GAL3.WT"	"GAL80.01"	"GAL4.43"
"GAL3.WT"	"GAL80.01"	"GAL4.44"
"GAL3.WT"	"GAL80.01"	"GAL4.45"
"GAL3.WT"	"GAL80.01"	"GAL4.46"
"GAL3.WT"	"GAL80.01"	"GAL4.47"
"GAL3.WT"	"GAL80.01"	"GAL4.48"
"GAL3.WT"	"GAL80.02"	"GAL4.01"
"GAL3.WT"	"GAL80.02"	"GAL4.02"
"GAL3.WT"	"GAL80.02"	"GAL4.03"
"GAL3.WT"	"GAL80.02"	"GAL4.04"
"GAL3.WT"	"GAL80.02"	"GAL4.05"
"GAL3.WT"	"GAL80.02"	"GAL4.06"
"GAL3.WT"	"GAL80.02"	"GAL4.07"
"GAL3.WT"	"GAL80.02"	"GAL4.08"
"GAL3.WT"	"GAL80.02"	"GAL4.09"
"GAL3.WT"	"GAL80.02"	"GAL4.10"
"GAL3.WT"	"GAL80.02"	"GAL4.11"
"GAL3.WT"	"GAL80.02"	"GAL4.12"
"GAL3.WT"	"GAL80.02"	"GAL4.13"
"GAL3.WT"	"GAL80.02"	"GAL4.14"
"GAL3.WT"	"GAL80.02"	"GAL4.15"
"GAL3.WT"	"GAL80.02"	"GAL4.16"
"GAL3.WT"	"GAL80.02"	"GAL4.17"
"GAL3.WT"	"GAL80.02"	"GAL4.18"
"GAL3.WT"	"GAL80.02"	"GAL4.19"
"GAL3.WT"	"GAL80.02"	"GAL4.20"
"GAL3.WT"	"GAL80.02"	"GAL4.21"
"GAL3.WT"	"GAL80.02"	"GAL4.22"
"GAL3.WT"	"GAL80.02"	"GAL4.23"
"GAL3.WT"	"GAL80.02"	"GAL4.24"
"GAL3.WT"	"GAL80.02"	"GAL4.25"
"GAL3.WT"	"GAL80.02"	"GAL4.26"
"GAL3.WT"	"GAL80.02"	"GAL4.27"
"GAL3.WT"	"GAL80.02"	"GAL4.28"
"GAL3.WT"	"GAL80.02"	"GAL4.29"
"GAL3.WT"	"GAL80.02"	"GAL4.30"
"GAL3.WT"	"GAL80.02"	"GAL4.31"
"GAL3.WT"	"GAL80.02"	"GAL4.32"
"GAL3.WT"	"GAL80.02"	"GAL4.33"
"GAL3.WT"	"GAL80.02"	"GAL4.34"
"GAL3.WT"	"GAL80.02"	"GAL4.35"
"GAL3.WT"	"GAL80.02"	"GAL4.36"
"GAL3.WT"	"GAL80.02"	"GAL4.37"
"GAL3.WT"	"GAL80.02"	"GAL4.38"
"GAL3.WT"	"GAL80.02"	"GAL4.39"
"GAL3.WT"	"GAL80.02"	"GAL4.40"
"GAL3.WT"	"GAL80.02"	"GAL4.41"
"GAL3.WT"	"GAL80.02"	"GAL4.42"
"GAL3.WT"	"GAL80.02"	"GAL4.43"
"GAL3.WT"	"GAL80.02"	"GAL4.44"
"GAL3.WT"	"GAL80.02"	"GAL4.45"
"GAL3.WT"	"GAL80.02"	"GAL4.46"
"GAL3.WT"	"GAL80.02"	"GAL4.47"
"GAL3.WT"	"GAL80.02"	"GAL4.48"
"GAL3.WT"	"GAL80.03"	"GAL4.01"
"GAL3.WT"	"GAL80.03"	"GAL4.02"
"GAL3.WT"	"GAL80.03"	"GAL4.03"
"GAL3.WT"	"GAL80.03"	"GAL4.04"
"GAL3.WT"	"GAL80.03"	"GAL4.05"
"GAL3.WT"	"GAL80.03"	"GAL4.06"
"GAL3.WT"	"GAL80.03"	"GAL4.07"
"GAL3.WT"	"GAL80.03"	"GAL4.08"
"GAL3.WT"	"GAL80.03"	"GAL4.09"
"GAL3.WT"	"GAL80.03"	"GAL4.10"
"GAL3.WT"	"GAL80.03"	"GAL4.11"
"GAL3.WT"	"GAL80.03"	"GAL4.12"
"GAL3.WT"	"GAL80.03"	"GAL4.13"
"GAL3.WT"	"GAL80.03"	"GAL4.14"
"GAL3.WT"	"GAL80.03"	"GAL4.15"
"GAL3.WT"	"GAL80.03"	"GAL4.16"
"GAL3.WT"	"GAL80.03"	"GAL4.17"
"GAL3.WT"	"GAL80.03"	"GAL4.18"
"GAL3.WT"	"GAL80.03"	"GAL4.19"
"GAL3.WT"	"GAL80.03"	"GAL4.20"
"GAL3.WT"	"GAL80.03"	"GAL4.21"
"GAL3.WT"	"GAL80.03"	"GAL4.22"
"GAL3.WT"	"GAL80.03"	"GAL4.23"
"GAL3.WT"	"GAL80.03"	"GAL4.24"
"GAL3.WT"	"GAL80.03"	"GAL4.25"
"GAL3.WT"	"GAL80.03"	"GAL4.26"
"GAL3.WT"	"GAL80.03"	"GAL4.27"
"GAL3.WT"	"GAL80.03"	"GAL4.28"
"GAL3.WT"	"GAL80.03"	"GAL4.29"
"GAL3.WT"	"GAL80.03"	"GAL4.30"
"GAL3.WT"	"GAL80.03"	"GAL4.31"
"GAL3.WT"	"GAL80.03"	"GAL4.32"
"GAL3.WT"	"GAL80.03"	"GAL4.33"
"GAL3.WT"	"GAL80.03"	"GAL4.34"
"GAL3.WT"	"GAL80.03"	"GAL4.35"
"GAL3.WT"	"GAL80.03"	"GAL4.36"
"GAL3.WT"	"GAL80.03"	"GAL4.37"
"GAL3.WT"	"GAL80.03"	"GAL4.38"
"GAL3.WT"	"GAL80.03"	"GAL4.39"
"GAL3.WT"	"GAL80.03"	"GAL4.40"
"GAL3.WT"	"GAL80.03"	"GAL4.41"
"GAL3.WT"	"GAL80.03"	"GAL4.42"
"GAL3.WT"	"GAL80.03"	"GAL4.43"
"GAL3.WT"	"GAL80.03"	"GAL4.44"
"GAL3.WT"	"GAL80.03"	"GAL4.45"
"GAL3.WT"	"GAL80.03"	"GAL4.46"
"GAL3.WT"	"GAL80.03"	"GAL4.47"
"GAL3.WT"	"GAL80.03"	"GAL4.48"
"GAL3.WT"	"GAL80.04"	"GAL4.01"
"GAL3.WT"	"GAL80.04"	"GAL4.02"
"GAL3.WT"	"GAL80.04"	"GAL4.03"
"GAL3.WT"	"GAL80.04"	"GAL4.04"
"GAL3.WT"	"GAL80.04"	"GAL4.05"
"GAL3.WT"	"GAL80.04"	"GAL4.06"
"GAL3.WT"	"GAL80.04"	"GAL4.07"
"GAL3.WT"	"GAL80.04"	"GAL4.08"
"GAL3.WT"	"GAL80.04"	"GAL4.09"
"GAL3.WT"	"GAL80.04"	"GAL4.10"
"GAL3.WT"	"GAL80.04"	"GAL4.11"
"GAL3.WT"	"GAL80.04"	"GAL4.12"
"GAL3.WT"	"GAL80.04"	"GAL4.13"
"GAL3.WT"	"GAL80.04"	"GAL4.14"
"GAL3.WT"	"GAL80.04"	"GAL4.15"
"GAL3.WT"	"GAL80.04"	"GAL4.16"
"GAL3.WT"	"GAL80.04"	"GAL4.17"
"GAL3.WT"	"GAL80.04"	"GAL4.18"
"GAL3.WT"	"GAL80.04"	"GAL4.19"
"GAL3.WT"	"GAL80.04"	"GAL4.20"
"GAL3.WT"	"GAL80.04"	"GAL4.21"
"GAL3.WT"	"GAL80.04"	"GAL4.22"
"GAL3.WT"	"GAL80.04"	"GAL4.23"
"GAL3.WT"	"GAL80.04"	"GAL4.24"
"GAL3.WT"	"GAL80.04"	"GAL4.25"
"GAL3.WT"	"GAL80.04"	"GAL4.26"
"GAL3.WT"	"GAL80.04"	"GAL4.27"
"GAL3.WT"	"GAL80.04"	"GAL4.28"
"GAL3.WT"	"GAL80.04"	"GAL4.29"
"GAL3.WT"	"GAL80.04"	"GAL4.30"
"GAL3.WT"	"GAL80.04"	"GAL4.31"
"GAL3.WT"	"GAL80.04"	"GAL4.32"
"GAL3.WT"	"GAL80.04"	"GAL4.33"
"GAL3.WT"	"GAL80.04"	"GAL4.34"
"GAL3.WT"	"GAL80.04"	"GAL4.35"
"GAL3.WT"	"GAL80.04"	"GAL4.36"
"GAL3.WT"	"GAL80.04"	"GAL4.37"
"GAL3.WT"	"GAL80.04"	"GAL4.38"
"GAL3.WT"	"GAL80.04"	"GAL4.39"
"GAL3.WT"	"GAL80.04"	"GAL4.40"
"GAL3.WT"	"GAL80.04"	"GAL4.41"
"GAL3.WT"	"GAL80.04"	"GAL4.42"
"GAL3.WT"	"GAL80.04"	"GAL4.43"
"GAL3.WT"	"GAL80.04"	"GAL4.44"
"GAL3.WT"	"GAL80.04"	"GAL4.45"
"GAL3.WT"	"GAL80.04"	"GAL4.46"
"GAL3.WT"	"GAL80.04"	"GAL4.47"
"GAL3.WT"	"GAL80.04"	"GAL4.48"
"GAL3.WT"	"GAL80.05"	"GAL4.01"
"GAL3.WT"	"GAL80.05"	"GAL4.02"
"GAL3.WT"	"GAL80.05"	"GAL4.03"
"GAL3.WT"	"GAL80.05"	"GAL4.04"
"GAL3.WT"	"GAL80.05"	"GAL4.05"
"GAL3.WT"	"GAL80.05"	"GAL4.06"
"GAL3.WT"	"GAL80.05"	"GAL4.07"
"GAL3.WT"	"GAL80.05"	"GAL4.08"
"GAL3.WT"	"GAL80.05"	"GAL4.09"
"GAL3.WT"	"GAL80.05"	"GAL4.10"
"GAL3.WT"	"GAL80.05"	"GAL4.11"
"GAL3.WT"	"GAL80.05"	"GAL4.12"
"GAL3.WT"	"GAL80.05"	"GAL4.13"
"GAL3.WT"	"GAL80.05"	"GAL4.14"
"GAL3.WT"	"GAL80.05"	"GAL4.15"
"GAL3.WT"	"GAL80.05"	"GAL4.16"
"GAL3.WT"	"GAL80.05"	"GAL4.17"
"GAL3.WT"	"GAL80.05"	"GAL4.18"
"GAL3.WT"	"GAL80.05"	"GAL4.19"
"GAL3.WT"	"GAL80.05"	"GAL4.20"
"GAL3.WT"	"GAL80.05"	"GAL4.21"
"GAL3.WT"	"GAL80.05"	"GAL4.22"
"GAL3.WT"	"GAL80.05"	"GAL4.23"
"GAL3.WT"	"GAL80.05"	"GAL4.24"
"GAL3.WT"	"GAL80.05"	"GAL4.25"
"GAL3.WT"	"GAL80.05"	"GAL4.26"
"GAL3.WT"	"GAL80.05"	"GAL4.27"
"GAL3.WT"	"GAL80.05"	"GAL4.28"
"GAL3.WT"	"GAL80.05"	"GAL4.29"
"GAL3.WT"	"GAL80.05"	"GAL4.30"
"GAL3.WT"	"GAL80.05"	"GAL4.31"
"GAL3.WT"	"GAL80.05"	"GAL4.32"
"GAL3.WT"	"GAL80.05"	"GAL4.33"
"GAL3.WT"	"GAL80.05"	"GAL4.34"
"GAL3.WT"	"GAL80.05"	"GAL4.35"
"GAL3.WT"	"GAL80.05"	"GAL4.36"
"GAL3.WT"	"GAL80.05"	"GAL4.37"
"GAL3.WT"	"GAL80.05"	"GAL4.38"
"GAL3.WT"	"GAL80.05"	"GAL4.39"
"GAL3.WT"	"GAL80.05"	"GAL4.40"
"GAL3.WT"	"GAL80.05"	"GAL4.41"
"GAL3.WT"	"GAL80.05"	"GAL4.42"
"GAL3.WT"	"GAL80.05"	"GAL4.43"
"GAL3.WT"	"GAL80.05"	"GAL4.44"
"GAL3.WT"	"GAL80.05"	"GAL4.45"
"GAL3.WT"	"GAL80.05"	"GAL4.46"
"GAL3.WT"	"GAL80.05"	"GAL4.47"
"GAL3.WT"	"GAL80.05"	"GAL4.48"
"GAL3.WT"	"GAL80.06"	"GAL4.01"
"GAL3.WT"	"GAL80.06"	"GAL4.02"
"GAL3.WT"	"GAL80.06"	"GAL4.03"
"GAL3.WT"	"GAL80.06"	"GAL4.04"
"GAL3.WT"	"GAL80.06"	"GAL4.05"
"GAL3.WT"	"GAL80.06"	"GAL4.06"
"GAL3.WT"	"GAL80.06"	"GAL4.07"
"GAL3.WT"	"GAL80.06"	"GAL4.08"
"GAL3.WT"	"GAL80.06"	"GAL4.09"
"GAL3.WT"	"GAL80.06"	"GAL4.10"
"GAL3.WT"	"GAL80.06"	"GAL4.11"
"GAL3.WT"	"GAL80.06"	"GAL4.12"
"GAL3.WT"	"GAL80.06"	"GAL4.13"
"GAL3.WT"	"GAL80.06"	"GAL4.14"
"GAL3.WT"	"GAL80.06"	"GAL4.15"
